Type,Title,Deadline,URL,Description,GrantWatch ID
Grant,"Grants to Maryland Organizations, Agencies, and Fleet Companies to Promote the Use of Clean En...",11/20/25,https://www.grantwatch.com/grant/213205/grants-to-maryland-organizations-agencies-and-fleet-companies-to-promote-the-use-of-clean-energy-vehicles-and-equipment.html,"Grants to Maryland organizations, community agencies, and fleet companies to promote the use of clean energy. Funding is intended to purchase heavy equipment and zero-emission vehicles for commercial or industrial use. Grants can be used to help defray the costs of acq...",213205
Grant,"Grants to USA Nonprofits, For-Profits, Tribes, Agencies, and IHEs in Multiple States for Educa...",11/20/25,https://www.grantwatch.com/grant/216430/grants-to-usa-nonprofits-for-profits-tribes-agencies-and-ihes-in-multiple-states-for-educational-activities-that-promote-sustainable-agriculture.html,"Grants of up to $60,000 to USA nonprofit and for-profit organizations, tribes, government agencies, and IHEs in multiple states and territories for educational activities that promote sustainable agricultural practices. Funding is intended for a wide range of activitie...",216430
Grant,Contracts for Services to Washington Electric Grid Operators to Strengthen the Power Grid,11/20/25,https://www.grantwatch.com/grant/216603/contracts-for-services-to-washington-electric-grid-operators-to-strengthen-the-power-grid.html,"Contracts for services to Washington electric grid operators, distribution providers, and fuel suppliers to strengthen the power grid. Funding is intended to support a wide range of projects, including but not limited to weatherization, fire prevention, and utility pol...",216603
Grant,Grants to USA Organizations in Multiple States to Create and Implement Zero Emissions Strategi...,11/20/25,https://www.grantwatch.com/grant/216709/grants-to-usa-organizations-in-multiple-states-to-create-and-implement-zero-emissions-strategies.html,"Grants of $10,000 to Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, Ohio, and Wisconsin grassroots organizations to create and implement zero emissions strategies for the local building sector. Projects should focus on fossil fuels and their impact on health, ...",216709
Grant,"Grants to Minnesota Agencies, Districts, and Water Management Organizations for Planning Proje...",11/20/25,https://www.grantwatch.com/grant/218045/grants-to-minnesota-agencies-districts-and-water-management-organizations-for-planning-projects-related-to-water.html,"Grants to Minnesota government agencies, tribal entities, water conservation districts, and water management organizations for planning projects related to water. Funding is intended to reduce flood risks, mitigate risk factors to human health, and build resilience and...",218045
Grant,Grants to Ohio Artists in Eligible Regions to Support Artistic Advancement,11/20/25,https://www.grantwatch.com/grant/219793/grants-to-ohio-artists-in-eligible-regions-to-support-artistic-advancement.html,"Grants of $1,500 to Ohio artists in eligible regions to support artistic advancement. Funding is intended for events, artistic projects, and other support for local artists. Eligible activities include exhibitions, festivals, workshops, performances, studio expenses, a...",219793
Grant,"Grants to Washington Nonprofits, Agencies, and Tribes to Build and Repair Cultural Facilities",11/20/25,https://www.grantwatch.com/grant/220524/grants-to-washington-nonprofits-agencies-and-tribes-to-build-and-repair-cultural-facilities.html,"Grants to Washington nonprofit organizations, tribal entities, and government agencies to build and upgrade native cultural facilities. Applicants must contact program staff before applying. Funding is intended to support land acquisition, development, renovations, and...",220524
Grant,Grants to USA Nonprofits in Multiple States for Programs to Benefit Local Communities,11/20/25,https://www.grantwatch.com/grant/222059/grants-to-usa-nonprofits-in-multiple-states-for-programs-to-benefit-local-communities.html,"Grants to USA nonprofit organizations in multiple states for programs to benefit local communities. The funder's focus is on arts and culture, community service, disaster relief, health and human services, education, and environment and sustainability.  Programs must b...",222059
Grant,Grants to Kentucky School Districts to Improve Technical and Career Education,11/20/25,https://www.grantwatch.com/grant/222772/grants-to-kentucky-school-districts-to-improve-technical-and-career-education.html,"Grants to Kentucky school districts to improve programming in technical and career schools. Funding is intended to cover costs related to staff, equipment, technology, and capital improvements. The grant program seeks to promote innovation in new or emerging career fie...",222772
Grant,"Grants to Montana Nonprofits, Agencies, IHEs, and Tribes for Environmental Projects",11/20/25,https://www.grantwatch.com/grant/223602/grants-to-montana-nonprofits-agencies-ihes-and-tribes-for-environmental-projects.html,"Grants of up to $50,000 to Montana government agencies, tribal entities, nonprofit organizations, and academic institutions for environmental protection projects in eligible locations. Funding is intended to mitigate the adverse impact of toxic pollution on water quali...",223602
Grant,"Grants to Canada Nonprofits in the Screen-Based Industry to Support Equity-Deserving, Indigeno...",11/20/25,https://www.grantwatch.com/grant/223836/grants-to-canada-nonprofits-in-the-screen-based-industry-to-support-equity-deserving-indigenous-and-regional-communities.html,"Grants to Canada nonprofit organizations in the screen-based industry to support equity-deserving, Indigenous, and regional communities. Funding is intended to facilitate the marketing of projects for children and youth, dramas, variety and performing arts, and documen...",223836
Grant,"Grants to Minnesota Nonprofits, Research Institutions, Individuals, Businesses, and Tribes to ...",11/20/25,https://www.grantwatch.com/grant/224268/grants-to-minnesota-nonprofits-research-institutions-individuals-businesses-and-tribes-to-employ-environmentally-friendly-and-economical-fertilizers-in-agriculture.html,"Grants to Minnesota nonprofit organizations, research institutions, individuals, businesses, and Tribes for research studies to employ environmentally-friendly and economical fertilizers within the agricultural sector. Funding is available for research and education pr...",224268
Grant,Grants to Texas Accredited Crime Labs to Establish a Computer Portal to Maintain Records,11/20/25,https://www.grantwatch.com/grant/224297/grants-to-texas-accredited-crime-labs-to-establish-a-computer-portal-to-maintain-records.html,Grants to Texas accredited crime laboratories to establish a computer portal to maintain all records moving forward. Applicants must complete required registrations before applying. Funding is intended for IT infrastructure and technology for the digitization of lab re...,224297
Grant,"Grants to Arizona Nonprofits, Agencies, Schools, and Tribes to Address Community Needs in Elig...",11/21/25,https://www.grantwatch.com/grant/126185/grants-to-arizona-nonprofits-agencies-schools-and-tribes-to-address-community-needs-in-eligible-locations.html,"Grants of up to $50,000 to Arizona nonprofit organizations, schools, faith-based and tribal entities, and government agencies for programs that address community needs in eligible locations. Funding is intended for projects within the focus areas of arts and education,...",126185
Grant,Grants to New York Artists for Projects that Support Professional Growth and Engage the Commun...,11/21/25,https://www.grantwatch.com/grant/129470/grants-to-new-york-artists-for-projects-that-support-professional-growth-and-engage-the-community-in-eligible-locations.html,Grants to New York artists in eligible counties for projects that promote professional growth. New applicants must attend an information session or meet with program staff before applying. Funding is intended for projects that are accessible to the public and engage th...,129470
Grant,"Grants to New York Nonprofits, Agencies, Tribal Organizations, and Artists for Educational Art...",11/21/25,https://www.grantwatch.com/grant/138159/grants-to-new-york-nonprofits-agencies-tribal-organizations-and-artists-for-educational-arts-programming-in-eligible-counties.html,"Grants to New York nonprofit organizations, government agencies, tribal entities, artist groups and collectives, and artists for educational arts programming in eligible counties. New applicants must attend an information session or meet with program staff before apply...",138159
Grant,Awards to a New York Teacher and a Resident for Educational Efforts Addressing the Holocaust a...,11/21/25,https://www.grantwatch.com/grant/142663/awards-to-a-new-york-teacher-and-a-resident-for-educational-efforts-addressing-the-holocaust-and-human-rights-abuses.html,Awards to a New York teacher and a citizen for contributions to education addressing the Holocaust or other human rights abuses. The teacher award is intended to honor K-12 public or private school teachers for courses taught and activities held within the past five ye...,142663
Grant,"Grants to Pennsylvania Organizations, For-Profits, and
Individuals in Eligible Areas to Promo...",11/21/25,https://www.grantwatch.com/grant/146447/grants-to-pennsylvania-organizations-for-profits-and-individuals-in-eligible-areas-to-promote-local-tourism.html,"Grants of up to $25,000 to Pennsylvania organizations, businesses, and individuals to promote tourism in eligible communities. Funding is intended for attractions and places of interest that will bring visitors to the area year-round. Projects building on local natural...",146447
Grant,Grants to California Agencies and Tribal Governments for Projects to Develop Sustainable Modes...,11/21/25,https://www.grantwatch.com/grant/147231/grants-to-california-agencies-and-tribal-governments-for-projects-to-develop-sustainable-modes-of-transportation.html,Grants to California government agencies and tribal governments for projects to develop sustainable modes of transportation. The purpose of funding is to help achieve the state's goals for reducing carbon emissions. Grants are available for local and regional projects ...,147231
Grant,"Grants to USA, Denmark, Ireland, and Sweden Nonprofits, Schools, and Community Organizations t...",11/21/25,https://www.grantwatch.com/grant/148377/grants-to-usa-denmark-ireland-and-sweden-nonprofits-schools-and-community-organizations-to-benefit-local-residents-in-eligible-locations.html,"Grants to USA, Denmark, Ireland, and Sweden nonprofit organizations, schools, and community organizations to benefit local residents in eligible locations. Funding is intended to address community needs, help people connect, and improve STEM education. Applicants must ...",148377
Grant,"Grants to Virginia Cities, Counties, and Towns for Firefighting Equipment and Skills Training",11/21/25,https://www.grantwatch.com/grant/156056/grants-to-virginia-cities-counties-and-towns-for-firefighting-equipment-and-skills-training.html,"Grants to Virginia cities, counties, and towns to improve the operations of local fire departments. Funding is intended for the purchase of firefighting equipment and protective clothing, training, and the construction of new training facilities. Funding will be made o...",156056
Grant,"Contract for Services to a New York Nonprofit, For-Profit, IHE, or Agency to Prepare Students ...",11/21/25,https://www.grantwatch.com/grant/159462/contract-for-services-to-a-new-york-nonprofit-for-profit-ihe-or-agency-to-prepare-students-for-career-success.html,"Contract for services to a New York nonprofit or for-profit organization, institution of higher education, or public agency to prepare students throughout the state for career success. The contractor will provide services, support, and assistance for career and technic...",159462
Grant,Opportunity to New York City Nonprofits and Businesses to Participate in an Accelerator Progra...,11/21/25,https://www.grantwatch.com/grant/160747/opportunity-to-new-york-city-nonprofits-and-businesses-to-participate-in-an-accelerator-program-to-develop-early-stage-technology-ventures.html,Opportunity for New York City nonprofit organizations and for-profit startup businesses to participate in an accelerator program to develop early-stage technology ventures in eligible locations. Funding is intended to create products that improve the quality of life fo...,160747
Grant,Grants to Michigan Nonprofits and Agencies to Renovate and Preserve Historic Lighthouses,11/21/25,https://www.grantwatch.com/grant/163696/grants-to-michigan-nonprofits-and-agencies-to-renovate-and-preserve-historic-lighthouses.html,"Grants of up to $60,000 to Michigan local or state governments and nonprofit organizations to rehabilitate, protect, and preserve lighthouses that are listed or are eligible to be listed as national historic landmarks. Funding is intended for the completion of a rehabi...",163696
Grant,Grants to Hawaii Nonprofits for Charitable Activities that Benefit Youth,11/21/25,https://www.grantwatch.com/grant/164175/grants-to-hawaii-nonprofits-for-charitable-activities-that-benefit-youth.html,"Grants to Hawaii nonprofit organizations for charitable activities that make a positive community impact, with preference given to applicants providing services for local youth. Applicants should be prepared to demonstrate how their organization will utilize the funds ...",164175
Grant,"Grants to USA Nonprofits, Agencies, Businesses, and Researchers in Multiple States for Researc...",11/21/25,https://www.grantwatch.com/grant/169555/grants-to-usa-nonprofits-agencies-businesses-and-researchers-in-multiple-states-for-research-projects-to-advance-sustainable-agriculture.html,"Grants to USA and territories researchers affiliated with IHEs, nonprofit organizations, government agencies, agribusinesses, and consultants in multiple states for research projects related to agriculture. Applicants must submit a preliminary proposal prior to applyin...",169555
Grant,Grants to Maryland Artists to Teach in Local Schools,11/21/25,https://www.grantwatch.com/grant/175545/grants-to-maryland-artists-to-teach-in-local-schools.html,"Grants of up to $6,000 to Maryland artists in eligible regions to teach in local schools. Funding is intended to benefit underserved students and to promote diverse arts education experiences. Teaching artists and classroom teachers work together to develop an arts pro...",175545
Grant,Grants to Idaho Nonprofits to Enhance the Quality of Life for Local Residents in Eligible Regi...,11/21/25,https://www.grantwatch.com/grant/175813/grants-to-idaho-nonprofits-to-enhance-the-quality-of-life-for-local-residents-in-eligible-regions.html,"Grants of up to $5,000 to Idaho nonprofit organizations for capital projects that improve the quality of life of local residents in eligible regions. Funding is intended to serve the needs of local communities by supporting civic, educational, human services, health, s...",175813
Grant,Grants to Georgia Public and Private Schools in Eligible Locations for School Garden Projects,11/21/25,https://www.grantwatch.com/grant/176323/grants-to-georgia-public-and-private-schools-in-eligible-locations-for-school-garden-projects.html,Grants of up to $800 to Georgia public and private schools and after-school programs in eligible locations for gardening projects. Funding is intended to encourage the involvement of students with nature as well as with the process of growing fruits and vegetables. Eli...,176323
