Type,Title,Agency,Location,City,State,Deadline,Posted Date,Description,URL,Bid Number
RFP,"Reference: SPE8E726T0728 (Combined Synopsis/Solicitation)






 

STOP LIGHT-TAILLIGH / Motor Vehicle Electrical and Electronic Equipment Manufacturing / Motor Vehicle Parts Manufacturing / Transportation Equipment Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE8E726T0728 (Combined Synopsis/Solicitation)






 

STOP LIGHT-TAILLIGH / Motor Vehicle Electrical and Electronic Equipment Manufacturing / Motor Vehicle Parts Manufacturing / Transportation Equipment Manufacturing  




NEW OR UPDATED",,,"2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","Reference: SPE8E726T0728 (Combined Synopsis/Solicitation)






 

STOP LIGHT-TAILLIGH / Motor Vehicle Electrical and Electronic Equipment Manufacturing / Motor Vehicle Parts Manufacturing / Transportation Equipment Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757160,
RFP,"Reference: RFQ #ITARC-599






 

Splunk Enterprise Support Renewal  




NEW OR UPDATED","November 18, 2025","Reference: RFQ #ITARC-599






 

Splunk Enterprise Support Renewal  




NEW OR UPDATED",,,,,"Reference: RFQ #ITARC-599






 

Splunk Enterprise Support Renewal  




NEW OR UPDATED November 18, 2025 Dec 18 2025 1:30:00 PM PST 


(Closing date appears to be Thursday, December 18, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757185,
RFP,"Reference: SPE8E726T0717 (Combined Synopsis/Solicitation)






 

FAN CENTRIFUGAL / Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing / Ventilation Heating Air-Conditioning and Commercial Refrigeration Equipment Manufacturing / Machinery Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE8E726T0717 (Combined Synopsis/Solicitation)






 

FAN CENTRIFUGAL / Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing / Ventilation Heating Air-Conditioning and Commercial Refrigeration Equipment Manufacturing / Machinery Manufacturing  




NEW OR UPDATED",,,"2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","Reference: SPE8E726T0717 (Combined Synopsis/Solicitation)






 

FAN CENTRIFUGAL / Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing / Ventilation Heating Air-Conditioning and Commercial Refrigeration Equipment Manufacturing / Machinery Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757159,
RFP,"Reference: SPE8E726T0735 (Combined Synopsis/Solicitation)






 

FAN CIRCULATING / Heating Equipment (except Warm Air Furnaces) Manufacturing / Ventilation Heating Air-Conditioning and Commercial Refrigeration Equipment Manufacturing / Machinery Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE8E726T0735 (Combined Synopsis/Solicitation)






 

FAN CIRCULATING / Heating Equipment (except Warm Air Furnaces) Manufacturing / Ventilation Heating Air-Conditioning and Commercial Refrigeration Equipment Manufacturing / Machinery Manufacturing  




NEW OR UPDATED",,,"2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","Reference: SPE8E726T0735 (Combined Synopsis/Solicitation)






 

FAN CIRCULATING / Heating Equipment (except Warm Air Furnaces) Manufacturing / Ventilation Heating Air-Conditioning and Commercial Refrigeration Equipment Manufacturing / Machinery Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757162,
RFP,"Reference: SPE8EE26T0410 (Combined Synopsis/Solicitation)






 

HEAD CAPSTAN / Overhead Traveling Crane Hoist and Monorail System Manufacturing / Material Handling Equipment Manufacturing / Other General Purpose Machinery Manufacturing / Machinery Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE8EE26T0410 (Combined Synopsis/Solicitation)






 

HEAD CAPSTAN / Overhead Traveling Crane Hoist and Monorail System Manufacturing / Material Handling Equipment Manufacturing / Other General Purpose Machinery Manufacturing / Machinery Manufacturing  




NEW OR UPDATED",,,"2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","Reference: SPE8EE26T0410 (Combined Synopsis/Solicitation)






 

HEAD CAPSTAN / Overhead Traveling Crane Hoist and Monorail System Manufacturing / Material Handling Equipment Manufacturing / Other General Purpose Machinery Manufacturing / Machinery Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757168,
RFP,"Reference: 36C24626B0004 (Presolicitation)






 

Replace Auxiliary Chiller / Plumbing Heating and Air-Conditioning Contractors / Building Equipment Contractors / Specialty Trade Contractors  




NEW OR UPDATED","November 18, 2025","Reference: 36C24626B0004 (Presolicitation)






 

Replace Auxiliary Chiller / Plumbing Heating and Air-Conditioning Contractors / Building Equipment Contractors / Specialty Trade Contractors  




NEW OR UPDATED",,,"2026-01-26 


(Closing date appears to be Monday, January 26, 2026 - potential bidders should confirm)","2026-01-26 


(Closing date appears to be Monday, January 26, 2026 - potential bidders should confirm)","Reference: 36C24626B0004 (Presolicitation)






 

Replace Auxiliary Chiller / Plumbing Heating and Air-Conditioning Contractors / Building Equipment Contractors / Specialty Trade Contractors  




NEW OR UPDATED November 18, 2025 2026-01-26 


(Closing date appears to be Monday, January 26, 2026 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757058,
RFP,"Reference: 015782232 (Sources Sought)






 

Cooler; Fluid; Industrial NSN 4420-01-578-2232 / Fabricated Structural Metal Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: 015782232 (Sources Sought)






 

Cooler; Fluid; Industrial NSN 4420-01-578-2232 / Fabricated Structural Metal Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED",,,"Reference: 015782232 (Sources Sought)






 

Cooler; Fluid; Industrial NSN 4420-01-578-2232 / Fabricated Structural Metal Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED","2025-12-17 


(Closing date appears to be Wednesday, December 17, 2025 - potential bidders should confirm)","Reference: 015782232 (Sources Sought)






 

Cooler; Fluid; Industrial NSN 4420-01-578-2232 / Fabricated Structural Metal Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-12-17 


(Closing date appears to be Wednesday, December 17, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757044,
RFP,"Reference: USDA_POD (Sources Sought)






 

Special Events and Conferences Support BPA - Request for Information (RFI) / Convention and Trade Show Organizers / Other Support Services / Administrative and Support Services  




NEW OR UPDATED","November 18, 2025","Reference: USDA_POD (Sources Sought)






 

Special Events and Conferences Support BPA - Request for Information (RFI) / Convention and Trade Show Organizers / Other Support Services / Administrative and Support Services  




NEW OR UPDATED",,,"2025-12-15 


(Closing date appears to be Monday, December 15, 2025 - potential bidders should confirm)","2025-12-15 


(Closing date appears to be Monday, December 15, 2025 - potential bidders should confirm)","Reference: USDA_POD (Sources Sought)






 

Special Events and Conferences Support BPA - Request for Information (RFI) / Convention and Trade Show Organizers / Other Support Services / Administrative and Support Services  




NEW OR UPDATED November 18, 2025 2025-12-15 


(Closing date appears to be Monday, December 15, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757172,
RFP,"Reference: HELAMS (Sources Sought)






 

Hard-side Expandable Light Air Mobile Shelter (HELAMS) / Prefabricated Metal Building and Component Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: HELAMS (Sources Sought)






 

Hard-side Expandable Light Air Mobile Shelter (HELAMS) / Prefabricated Metal Building and Component Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED",,,"2025-11-21 


(Closing date appears to be Friday, November 21, 2025 - potential bidders should confirm)","2025-11-21 


(Closing date appears to be Friday, November 21, 2025 - potential bidders should confirm)","Reference: HELAMS (Sources Sought)






 

Hard-side Expandable Light Air Mobile Shelter (HELAMS) / Prefabricated Metal Building and Component Manufacturing / Plate Work and Fabricated Structural Product Manufacturing / Architectural and Structural Metals Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-21 


(Closing date appears to be Friday, November 21, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757071,
RFP,"Reference: 36C24126Q0086 (Sources Sought)






 

Liquid Nitrogen Safety Upgrades / Engineering Services / Architectural Engineering and Related Services / Professional Scientific and Technical Services  




NEW OR UPDATED","November 18, 2025","Reference: 36C24126Q0086 (Sources Sought)






 

Liquid Nitrogen Safety Upgrades / Engineering Services / Architectural Engineering and Related Services / Professional Scientific and Technical Services  




NEW OR UPDATED",,,"2025-11-20 


(Closing date appears to be Thursday, November 20, 2025 - potential bidders should confirm)","2025-11-20 


(Closing date appears to be Thursday, November 20, 2025 - potential bidders should confirm)","Reference: 36C24126Q0086 (Sources Sought)






 

Liquid Nitrogen Safety Upgrades / Engineering Services / Architectural Engineering and Related Services / Professional Scientific and Technical Services  




NEW OR UPDATED November 18, 2025 2025-11-20 


(Closing date appears to be Thursday, November 20, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757057,
RFP,"Reference: RFP #MHARC-305






 

MEAD VALLEY WELLNESS VILLAGE MENTAL HEALTH REHABILITATION CENTER  




NEW OR UPDATED","November 18, 2025","Reference: RFP #MHARC-305






 

MEAD VALLEY WELLNESS VILLAGE MENTAL HEALTH REHABILITATION CENTER  




NEW OR UPDATED",,,,,"Reference: RFP #MHARC-305






 

MEAD VALLEY WELLNESS VILLAGE MENTAL HEALTH REHABILITATION CENTER  




NEW OR UPDATED November 18, 2025 Jan 15 2026 1:30:00 PM PST 


(Closing date appears to be Thursday, January 15, 2026 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757186,
RFP,"Reference: 15G1AC26N00000001 (Special Notice)






 

Notice of Intent to Sole Source - WMATA Transit Benefits / Mixed Mode Transit Systems / Urban Transit Systems / Transit and Ground Passenger Transportation  




NEW OR UPDATED","November 18, 2025","Reference: 15G1AC26N00000001 (Special Notice)






 

Notice of Intent to Sole Source - WMATA Transit Benefits / Mixed Mode Transit Systems / Urban Transit Systems / Transit and Ground Passenger Transportation  




NEW OR UPDATED",,,"2025-11-21 


(Closing date appears to be Friday, November 21, 2025 - potential bidders should confirm)","2025-11-21 


(Closing date appears to be Friday, November 21, 2025 - potential bidders should confirm)","Reference: 15G1AC26N00000001 (Special Notice)






 

Notice of Intent to Sole Source - WMATA Transit Benefits / Mixed Mode Transit Systems / Urban Transit Systems / Transit and Ground Passenger Transportation  




NEW OR UPDATED November 18, 2025 2025-11-21 


(Closing date appears to be Friday, November 21, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757051,
RFP,"Reference: SPE7M226T1280 (Combined Synopsis/Solicitation)






 

RECEIVER GROUP / Other Aircraft Parts and Auxiliary Equipment Manufacturing / Aerospace Product and Parts Manufacturing / Transportation Equipment Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE7M226T1280 (Combined Synopsis/Solicitation)






 

RECEIVER GROUP / Other Aircraft Parts and Auxiliary Equipment Manufacturing / Aerospace Product and Parts Manufacturing / Transportation Equipment Manufacturing  




NEW OR UPDATED",,,"2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","Reference: SPE7M226T1280 (Combined Synopsis/Solicitation)






 

RECEIVER GROUP / Other Aircraft Parts and Auxiliary Equipment Manufacturing / Aerospace Product and Parts Manufacturing / Transportation Equipment Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757135,
RFP,"Reference: 140P2026R0009 (Solicitation)






 

NERI 227185 N156 REND TRAIL BRIDGES AND / Highway Street and Bridge Construction / Heavy and Civil Engineering Construction  




NEW OR UPDATED","November 18, 2025","Reference: 140P2026R0009 (Solicitation)






 

NERI 227185 N156 REND TRAIL BRIDGES AND / Highway Street and Bridge Construction / Heavy and Civil Engineering Construction  




NEW OR UPDATED",,,"2025-12-18 


(Closing date appears to be Thursday, December 18, 2025 - potential bidders should confirm)","2025-12-18 


(Closing date appears to be Thursday, December 18, 2025 - potential bidders should confirm)","Reference: 140P2026R0009 (Solicitation)






 

NERI 227185 N156 REND TRAIL BRIDGES AND / Highway Street and Bridge Construction / Heavy and Civil Engineering Construction  




NEW OR UPDATED November 18, 2025 2025-12-18 


(Closing date appears to be Thursday, December 18, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757046,
RFP,"Reference: N0016426RLL04 (Presolicitation)






 

Evaluation Repair Refurbishment of AN/SPS-67(V)1 Rotary Couplers and Evaluation Repair Refurbishment New Manufacture of AN/SPS-67(V)3/5 Rotary Couplers / Search Detection Navigation Guidance Aeronautical and Nautical System and Instrument Manufacturing / Navigational Measuring Electromedical and Control Instruments Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: N0016426RLL04 (Presolicitation)






 

Evaluation Repair Refurbishment of AN/SPS-67(V)1 Rotary Couplers and Evaluation Repair Refurbishment New Manufacture of AN/SPS-67(V)3/5 Rotary Couplers / Search Detection Navigation Guidance Aeronautical and Nautical System and Instrument Manufacturing / Navigational Measuring Electromedical and Control Instruments Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED",,,"2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)","2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)","Reference: N0016426RLL04 (Presolicitation)






 

Evaluation Repair Refurbishment of AN/SPS-67(V)1 Rotary Couplers and Evaluation Repair Refurbishment New Manufacture of AN/SPS-67(V)3/5 Rotary Couplers / Search Detection Navigation Guidance Aeronautical and Nautical System and Instrument Manufacturing / Navigational Measuring Electromedical and Control Instruments Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-12-02 


(Closing date ap",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757080,
RFP,"Reference: SPE4A626U0275 (Combined Synopsis/Solicitation)






 

CABLE ASSEMBLY SPEC / Other Electronic Component Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE4A626U0275 (Combined Synopsis/Solicitation)






 

CABLE ASSEMBLY SPEC / Other Electronic Component Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED",,,"2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)","2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)","Reference: SPE4A626U0275 (Combined Synopsis/Solicitation)






 

CABLE ASSEMBLY SPEC / Other Electronic Component Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757106,
RFP,"Reference: 226556






 

Revised TOS No. 17-065A - Pio Pico Library Pocket Park Project - Construction Phase  




NEW OR UPDATED","November 18, 2025","Reference: 226556






 

Revised TOS No. 17-065A - Pio Pico Library Pocket Park Project - Construction Phase  




NEW OR UPDATED",,,"2025-11-25 


(Closing date appears to be Tuesday, November 25, 2025 - potential bidders should confirm)","2025-11-25 


(Closing date appears to be Tuesday, November 25, 2025 - potential bidders should confirm)","Reference: 226556






 

Revised TOS No. 17-065A - Pio Pico Library Pocket Park Project - Construction Phase  




NEW OR UPDATED November 18, 2025 2025-11-25 


(Closing date appears to be Tuesday, November 25, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757188,
RFP,"Reference: N0016726Q1016 (Combined Synopsis/Solicitation)






 

20' Shipping Container Customized to be a Tool Depot / Other Metal Container Manufacturing / Metal Can Box and Other Metal Container (Light Gauge) Manufacturing / Boiler Tank and Shipping Container Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: N0016726Q1016 (Combined Synopsis/Solicitation)






 

20' Shipping Container Customized to be a Tool Depot / Other Metal Container Manufacturing / Metal Can Box and Other Metal Container (Light Gauge) Manufacturing / Boiler Tank and Shipping Container Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED",,,"2025-12-01 


(Closing date appears to be Monday, December 01, 2025 - potential bidders should confirm)","2025-12-01 


(Closing date appears to be Monday, December 01, 2025 - potential bidders should confirm)","Reference: N0016726Q1016 (Combined Synopsis/Solicitation)






 

20' Shipping Container Customized to be a Tool Depot / Other Metal Container Manufacturing / Metal Can Box and Other Metal Container (Light Gauge) Manufacturing / Boiler Tank and Shipping Container Manufacturing / Fabricated Metal Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-12-01 


(Closing date appears to be Monday, December 01, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757081,
RFP,"Reference: 36C25926R0018 (Presolicitation)






 

Onsite Orthopedic Surgery Services for the Oklahoma City VA / Temporary Help Services / Employment Services / Administrative and Support Services  




NEW OR UPDATED","November 18, 2025","Reference: 36C25926R0018 (Presolicitation)






 

Onsite Orthopedic Surgery Services for the Oklahoma City VA / Temporary Help Services / Employment Services / Administrative and Support Services  




NEW OR UPDATED",,,"2025-11-19 


(Closing date appears to be Wednesday, November 19, 2025 - potential bidders should confirm)","2025-11-19 


(Closing date appears to be Wednesday, November 19, 2025 - potential bidders should confirm)","Reference: 36C25926R0018 (Presolicitation)






 

Onsite Orthopedic Surgery Services for the Oklahoma City VA / Temporary Help Services / Employment Services / Administrative and Support Services  




NEW OR UPDATED November 18, 2025 2025-11-19 


(Closing date appears to be Wednesday, November 19, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757063,
RFP,"Reference: SPE4A726T3750 (Combined Synopsis/Solicitation)






 

CABLE ASSEMBLY RADI / Other Electronic Component Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE4A726T3750 (Combined Synopsis/Solicitation)






 

CABLE ASSEMBLY RADI / Other Electronic Component Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED",,,"2025-11-25 


(Closing date appears to be Tuesday, November 25, 2025 - potential bidders should confirm)","2025-11-25 


(Closing date appears to be Tuesday, November 25, 2025 - potential bidders should confirm)","Reference: SPE4A726T3750 (Combined Synopsis/Solicitation)






 

CABLE ASSEMBLY RADI / Other Electronic Component Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-25 


(Closing date appears to be Tuesday, November 25, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757113,
RFP,"Reference: 57-6395-23-012 (Presolicitation)






 

USDA seeking 960-1 010 ABOA SF of office space in Rochester NY. / Lessors of Nonresidential Buildings (except Miniwarehouses) / Lessors of Real Estate / Real Estate  




NEW OR UPDATED","November 18, 2025","Reference: 57-6395-23-012 (Presolicitation)






 

USDA seeking 960-1 010 ABOA SF of office space in Rochester NY. / Lessors of Nonresidential Buildings (except Miniwarehouses) / Lessors of Real Estate / Real Estate  




NEW OR UPDATED",,,"Reference: 57-6395-23-012 (Presolicitation)






 

USDA seeking 960-1 010 ABOA SF of office space in Rochester NY. / Lessors of Nonresidential Buildings (except Miniwarehouses) / Lessors of Real Estate / Real Estate  




NEW OR UPDATED","2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)","Reference: 57-6395-23-012 (Presolicitation)






 

USDA seeking 960-1 010 ABOA SF of office space in Rochester NY. / Lessors of Nonresidential Buildings (except Miniwarehouses) / Lessors of Real Estate / Real Estate  




NEW OR UPDATED November 18, 2025 2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757064,
RFP,"Reference: N0010425QFA24 (Solicitation)






 

ELECTRODE WELDING / Welding and Soldering Equipment Manufacturing / All Other General Purpose Machinery Manufacturing / Other General Purpose Machinery Manufacturing / Machinery Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: N0010425QFA24 (Solicitation)






 

ELECTRODE WELDING / Welding and Soldering Equipment Manufacturing / All Other General Purpose Machinery Manufacturing / Other General Purpose Machinery Manufacturing / Machinery Manufacturing  




NEW OR UPDATED",,,"2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)","2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)","Reference: N0010425QFA24 (Solicitation)






 

ELECTRODE WELDING / Welding and Soldering Equipment Manufacturing / All Other General Purpose Machinery Manufacturing / Other General Purpose Machinery Manufacturing / Machinery Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757077,
RFP,"Reference: SPE608-23-R-0200-0004 (Solicitation)






 

Amendment 0004 to Solicitation Number SPE608-23-R-0200 1.3C Ship's Bunkers Program (SOUTHCOM) / Petroleum Refineries / Petroleum and Coal Products Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE608-23-R-0200-0004 (Solicitation)






 

Amendment 0004 to Solicitation Number SPE608-23-R-0200 1.3C Ship's Bunkers Program (SOUTHCOM) / Petroleum Refineries / Petroleum and Coal Products Manufacturing  




NEW OR UPDATED",,,"2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)","2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)","Reference: SPE608-23-R-0200-0004 (Solicitation)






 

Amendment 0004 to Solicitation Number SPE608-23-R-0200 1.3C Ship's Bunkers Program (SOUTHCOM) / Petroleum Refineries / Petroleum and Coal Products Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-24 


(Closing date appears to be Monday, November 24, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757120,
RFP,"Reference: SPE7M526T3190 (Combined Synopsis/Solicitation)






 

RESISTOR VARIABLE W / Capacitor Resistor Coil Transformer and Other Inductor Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED","November 18, 2025","Reference: SPE7M526T3190 (Combined Synopsis/Solicitation)






 

RESISTOR VARIABLE W / Capacitor Resistor Coil Transformer and Other Inductor Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED",,,"2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)","Reference: SPE7M526T3190 (Combined Synopsis/Solicitation)






 

RESISTOR VARIABLE W / Capacitor Resistor Coil Transformer and Other Inductor Manufacturing / Semiconductor and Other Electronic Component Manufacturing / Computer and Electronic Product Manufacturing  




NEW OR UPDATED November 18, 2025 2025-11-28 


(Closing date appears to be Friday, November 28, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757151,
RFP,"Reference: W9127N26RA0011 (Special Notice)






 

Fall Chinook Fish Acclimation and Release at Prosser Hatchery / Finfish Farming and Fish Hatcheries / Aquaculture / Animal Production and Aquaculture  




NEW OR UPDATED","November 18, 2025","Reference: W9127N26RA0011 (Special Notice)






 

Fall Chinook Fish Acclimation and Release at Prosser Hatchery / Finfish Farming and Fish Hatcheries / Aquaculture / Animal Production and Aquaculture  




NEW OR UPDATED",,,"2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)","2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)","Reference: W9127N26RA0011 (Special Notice)






 

Fall Chinook Fish Acclimation and Release at Prosser Hatchery / Finfish Farming and Fish Hatcheries / Aquaculture / Animal Production and Aquaculture  




NEW OR UPDATED November 18, 2025 2025-12-02 


(Closing date appears to be Tuesday, December 02, 2025 - potential bidders should confirm)",https://www.bidsusa.netDefault.CFM?Page=500&PC=3E2262E1&UID=%2D&SID=%2D&BSID=4757177,
