Collection,ID,Title,Description,Source,URL,Deadline
grants.gov,139033,"Increasing The Capacity Of The Government Of The Barbados To Expand Coordinated HIV Prevention, Strategic Information, And Laboratory Programs Under The President&apos;s Emergency Plan For AIDS Relief (PEPFAR)","Increasing The Capacity Of The Government Of The Barbados To Expand Coordinated HIV Prevention, Strategic Information, And Laboratory Programs Under The President&apos;s Emergency Plan For AIDS Relief (PEPFAR)",grants.gov,,05142012
grants.gov,139034,"Center of Excellence for Comprehensive Integrated HIV Care and Treatment Services in Lilongwe, Malawi","Center of Excellence for Comprehensive Integrated HIV Care and Treatment Services in Lilongwe, Malawi",grants.gov,,03212012
grants.gov,139053,Supporting the National Blood Safety Program (NBSP) in the Implementation and Expansion of Blood Safety Activities in the Republic of Haiti under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),Supporting the National Blood Safety Program (NBSP) in the Implementation and Expansion of Blood Safety Activities in the Republic of Haiti under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,04212012
grants.gov,139073,Theodore Roosevelt Inaugural Site Operations and Management,Theodore Roosevelt Inaugural Site Operations and Management,grants.gov,,01252012
grants.gov,139093,Targeting Inflammation and Immune Activation in HIV Disease (U01),Targeting Inflammation and Immune Activation in HIV Disease (U01),grants.gov,,07132012
grants.gov,139113,Integrated Nuclear Medicine Research and Training Projects of Excellence,Integrated Nuclear Medicine Research and Training Projects of Excellence,grants.gov,,03282012
grants.gov,139133,Atmospheric System Research (ASR),Atmospheric System Research (ASR),grants.gov,,04162012
grants.gov,139153,Science and Mathematics Model Schools Program,Science and Mathematics Model Schools Program,grants.gov,,03262012
grants.gov,139173,FY12 Nancy Foster Scholarship Program,FY12 Nancy Foster Scholarship Program,grants.gov,,02222012
grants.gov,139213,Center of Excellence for General Aviation,Center of Excellence for General Aviation,grants.gov,,03082012
grants.gov,139233,R3 Sport Fish Restoration Grant Program to STATE FISH AND GAME AGENCIES ONLY,R3 Sport Fish Restoration Grant Program to STATE FISH AND GAME AGENCIES ONLY,grants.gov,,08312013
grants.gov,139253,R3 Wildlife Restoration Grant Program to STATE FISH AND GAME AGENCIES ONLY,R3 Wildlife Restoration Grant Program to STATE FISH AND GAME AGENCIES ONLY,grants.gov,,08302013
grants.gov,139273,Building the Science of Public Reporting (R21),Building the Science of Public Reporting (R21),grants.gov,,03282012
grants.gov,139274,Development and Testing of a Clinic-Based Intervention to Increase Dual Protection against Unintended Pregnancy and STDs among High Risk Female Teens,Development and Testing of a Clinic-Based Intervention to Increase Dual Protection against Unintended Pregnancy and STDs among High Risk Female Teens,grants.gov,,03262012
grants.gov,139293,R3 Section 10 Hunter Education Grant Program to STATE FISH AND GAME AGENCIES ONLY,R3 Section 10 Hunter Education Grant Program to STATE FISH AND GAME AGENCIES ONLY,grants.gov,,08312012
grants.gov,139294,R3 State Wildlife Grant (SWG) Program to STATE FISH AND GAME AGENCIES ONLY,R3 State Wildlife Grant (SWG) Program to STATE FISH AND GAME AGENCIES ONLY,grants.gov,,08312013
grants.gov,139353,Centers of Research Excellence in Science and Technology,Centers of Research Excellence in Science and Technology,grants.gov,,04232012
grants.gov,139373,Nanotechnology Undergraduate Education (NUE) in Engineering,Nanotechnology Undergraduate Education (NUE) in Engineering,grants.gov,,04232012
grants.gov,139393,Oklahoma State CIG 2012,Oklahoma State CIG 2012,grants.gov,,04302012
grants.gov,139433,7th Meeting of Partners of the East Asian Australasian Flyaway Partnership,7th Meeting of Partners of the East Asian Australasian Flyaway Partnership,grants.gov,,02062012
grants.gov,139473,Jointly Sponsored Ruth L. Kirschstein National Research Service Award Institutional Predoctoral Training Program in the Neurosciences (T32),Jointly Sponsored Ruth L. Kirschstein National Research Service Award Institutional Predoctoral Training Program in the Neurosciences (T32),grants.gov,,05292014
grants.gov,139493,W912HZ12BAA01,W912HZ12BAA01,grants.gov,,01312013
grants.gov,139513,SECOND STAND ALONE MISSION OF OPPORTUNITY NOTICE ANNOUNCEMENT OF OPPORTUNITY INCLUDING A PROPOSAL OPPORTUNITY FOR THE EARTH SYSTEM SCIENCE PATHFINDER PROGRAM: EARTH VENTURE INSTRUMENT - 1,SECOND STAND ALONE MISSION OF OPPORTUNITY NOTICE ANNOUNCEMENT OF OPPORTUNITY INCLUDING A PROPOSAL OPPORTUNITY FOR THE EARTH SYSTEM SCIENCE PATHFINDER PROGRAM: EARTH VENTURE INSTRUMENT - 1,grants.gov,,05082012
grants.gov,139514,SECOND STAND ALONE MISSION OF OPPORTUNITY NOTICE ANNOUNCEMENT OF OPPORTUNITY INCLUDING A PROPOSAL OPPORTUNITY FOR THE EARTH SYSTEM SCIENCE PATHFINDER PROGRAM: EARTH VENTURE INSTRUMENT - 1,SECOND STAND ALONE MISSION OF OPPORTUNITY NOTICE ANNOUNCEMENT OF OPPORTUNITY INCLUDING A PROPOSAL OPPORTUNITY FOR THE EARTH SYSTEM SCIENCE PATHFINDER PROGRAM: EARTH VENTURE INSTRUMENT - 1,grants.gov,,05082012
grants.gov,139533,National Quality Improvement/Management Technical Assistance Center (NQC) Cooperative Agreement,National Quality Improvement/Management Technical Assistance Center (NQC) Cooperative Agreement,grants.gov,,02292012
grants.gov,139553,R6 Sport Fish Restoration Grant Program to State Fish &amp; Game Agencies,R6 Sport Fish Restoration Grant Program to State Fish &amp; Game Agencies,grants.gov,,08302013
grants.gov,139573,R6 Firearm and Bow Hunter Safety and Education Program (Section 10 Hunter Education Program) for State Fish &amp; Game Agencies,R6 Firearm and Bow Hunter Safety and Education Program (Section 10 Hunter Education Program) for State Fish &amp; Game Agencies,grants.gov,,08302012
grants.gov,139574,R6 Wildlife Restoration Grant Program for State Fish &amp; Game Agencies,R6 Wildlife Restoration Grant Program for State Fish &amp; Game Agencies,grants.gov,,08302013
grants.gov,139593,NEW JERSEY CONSERVATION INNOVATION GRANT (CIG),NEW JERSEY CONSERVATION INNOVATION GRANT (CIG),grants.gov,,03022012
grants.gov,139613,R6 State Wildlife Grant Program for State Fish &amp; Game Agencies,R6 State Wildlife Grant Program for State Fish &amp; Game Agencies,grants.gov,,08302013
grants.gov,139653,ROA 2011: A.3 Subsonic Rotary Wing (SRW1),ROA 2011: A.3 Subsonic Rotary Wing (SRW1),grants.gov,,03232012
grants.gov,139673,NIH Health Care Systems Research Collaboratory - Coordinating Center (U54),NIH Health Care Systems Research Collaboratory - Coordinating Center (U54),grants.gov,,04272012
grants.gov,139693,NIH Health Care Systems Research Collaboratory - Pragmatic Clinical Trials Demonstration Projects (UH2/UH3),NIH Health Care Systems Research Collaboratory - Pragmatic Clinical Trials Demonstration Projects (UH2/UH3),grants.gov,,05022012
grants.gov,139733,"Cosumnes River Escapement, Spawning, Outmigration Monitoring and Assessment Project","Cosumnes River Escapement, Spawning, Outmigration Monitoring and Assessment Project",grants.gov,,02082012
grants.gov,139753,Curriculum Development: Thinking for a Change 3.1: Training for Facilitators.,Curriculum Development: Thinking for a Change 3.1: Training for Facilitators.,grants.gov,,02102012
grants.gov,139814,"Predicting the Effects of Climate Change of Migratory Birds and Bats:  Quantifying the Maine Gulf Flyway; Acadia National Park, Maine","Predicting the Effects of Climate Change of Migratory Birds and Bats:  Quantifying the Maine Gulf Flyway; Acadia National Park, Maine",grants.gov,,01302012
grants.gov,140054,Lewis and Clark National Historic Trail Announces Opportunity for Assistance,Lewis and Clark National Historic Trail Announces Opportunity for Assistance,grants.gov,,03022012
grants.gov,140073,Provision of Comprehensive Public Health Services for the Fishing Communities in the Republic of Uganda under the President&apos;s Emergency Plan for AIDS Relief,Provision of Comprehensive Public Health Services for the Fishing Communities in the Republic of Uganda under the President&apos;s Emergency Plan for AIDS Relief,grants.gov,,03262012
grants.gov,140093,"Increasing the Capacity of the Government of Suriname to Expand Coordinated HIV Prevention, Strategic Information, and Laboratory Programs in Suriname under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR)","Increasing the Capacity of the Government of Suriname to Expand Coordinated HIV Prevention, Strategic Information, and Laboratory Programs in Suriname under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR)",grants.gov,,03262012
grants.gov,140113,"Enhancement of Public, Private and Faith-Based Health Laboratory Capacity to Support HIV/AIDS Prevention, Care and Treatment in the United Republic of Tanzania under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR)","Enhancement of Public, Private and Faith-Based Health Laboratory Capacity to Support HIV/AIDS Prevention, Care and Treatment in the United Republic of Tanzania under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR)",grants.gov,,03262012
grants.gov,140133,District Health System Strengthening and Quality Improvement for Service Delivery in Malawi under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),District Health System Strengthening and Quality Improvement for Service Delivery in Malawi under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,04092012
grants.gov,140153,Evaluating the Impact of the NIJ Body Armor Program,Evaluating the Impact of the NIJ Body Armor Program,grants.gov,,04232012
grants.gov,140173,Workplace Violence in the Military,Workplace Violence in the Military,grants.gov,,04262012
grants.gov,140193,Research and Evaluation in Justice Systems,Research and Evaluation in Justice Systems,grants.gov,,04302012
grants.gov,140213,FY12 Region 9 Wetland Program Development Grants,FY12 Region 9 Wetland Program Development Grants,grants.gov,,03152012
grants.gov,140233,Intelligent Transportation System/ Shuttle Modification for the 2012 Bear Lake Corridor Construction,Intelligent Transportation System/ Shuttle Modification for the 2012 Bear Lake Corridor Construction,grants.gov,,01302012
grants.gov,140273,"Cooperative Ecosystem Studies Unit, Californian CESU","Cooperative Ecosystem Studies Unit, Californian CESU",grants.gov,,02032012
grants.gov,140274,National Maternal and Child Health Data Resource Center Cooperative Agreement Program,National Maternal and Child Health Data Resource Center Cooperative Agreement Program,grants.gov,,02242012
grants.gov,140293,"Cancer Prevention and Control Programs for State, Territorial and Tribal Organizations","Cancer Prevention and Control Programs for State, Territorial and Tribal Organizations",grants.gov,,03262012
grants.gov,140313,Learning Disabilities Innovation Hubs (R24),Learning Disabilities Innovation Hubs (R24),grants.gov,,04112012
grants.gov,140333,Higher Education Challenge (HEC) Grants Program,Higher Education Challenge (HEC) Grants Program,grants.gov,,03302012
grants.gov,140353,Great Apes Conservation Fund FY12,Great Apes Conservation Fund FY12,grants.gov,,04012012
grants.gov,140373,WWB Rhinoceros and Tiger Conservation Fund FY12,WWB Rhinoceros and Tiger Conservation Fund FY12,grants.gov,,04012012
grants.gov,140393,Fisheries,Fisheries,grants.gov,,
grants.gov,140413,ROA 2011: B.4 Atmospheric Environment Safety Technologies (AEST1),ROA 2011: B.4 Atmospheric Environment Safety Technologies (AEST1),grants.gov,,03262012
grants.gov,140414,Wildlife Restoration Grant Program - R5,Wildlife Restoration Grant Program - R5,grants.gov,,08312013
grants.gov,140433,Sport Fish Restoration Program-Region 5,Sport Fish Restoration Program-Region 5,grants.gov,,08312013
grants.gov,140453,Firearm and Bow Hunter Safety and Education Program Section 10 Hunter Education Program,Firearm and Bow Hunter Safety and Education Program Section 10 Hunter Education Program,grants.gov,,08312012
grants.gov,140454,State Wildlife Grant Program R5,State Wildlife Grant Program R5,grants.gov,,08312013
grants.gov,140473,Drug Free Communities Support Program,Drug Free Communities Support Program,grants.gov,,03222012
grants.gov,140494,National Coastal Wetland Conservation Grant Program,National Coastal Wetland Conservation Grant Program,grants.gov,,06292012
grants.gov,140553,"Building the Institutional Capacity of Local Indigenous Organizations Implementing Comprehensive Clinical and Laboratory Services to Sustain and Enhance the Prevention, Care and Treatment of HIV/AIDS in the Federal Republic of Nigeria under PEPFAR","Building the Institutional Capacity of Local Indigenous Organizations Implementing Comprehensive Clinical and Laboratory Services to Sustain and Enhance the Prevention, Care and Treatment of HIV/AIDS in the Federal Republic of Nigeria under PEPFAR",grants.gov,,04042012
grants.gov,140573,Implementing Evidence Based Prevention Interventions to Prevent New HIV Infections in the United Republic of Tanzania Under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),Implementing Evidence Based Prevention Interventions to Prevent New HIV Infections in the United Republic of Tanzania Under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),grants.gov,,04102012
grants.gov,140593,Longitudinal Data on Teen Dating Violence: Postdoctoral Fellowship,Longitudinal Data on Teen Dating Violence: Postdoctoral Fellowship,grants.gov,,04242012
grants.gov,140613,Continued support of three CDFG senior biologists as AFRP HRCs,Continued support of three CDFG senior biologists as AFRP HRCs,grants.gov,,02092012
grants.gov,140633,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES 2012,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES 2012,grants.gov,,
grants.gov,140673,Staffing for Adequate Fire and Emergency Response,Staffing for Adequate Fire and Emergency Response,grants.gov,,02242012
grants.gov,140693,Interventions to Improve HIV/AIDS and Alcohol-Related Outcomes (U01),Interventions to Improve HIV/AIDS and Alcohol-Related Outcomes (U01),grants.gov,,03262012
grants.gov,140713,Marsh Bird Monitoring San Francisco Bay Bird Observatory,Marsh Bird Monitoring San Francisco Bay Bird Observatory,grants.gov,,02092012
grants.gov,140733,FY12 and FY13 Region 8 Wetland Program Development Grants,FY12 and FY13 Region 8 Wetland Program Development Grants,grants.gov,,03262012
grants.gov,140734,Nutrition Obesity Research Centers (P30),Nutrition Obesity Research Centers (P30),grants.gov,,06292012
grants.gov,140735,High School Apprenticeship Program (HSAP) and Undergraduate Research Apprenticeship Program (URAP),High School Apprenticeship Program (HSAP) and Undergraduate Research Apprenticeship Program (URAP),grants.gov,,02292012
grants.gov,140753,The Impact of Different Safety Equipment Modalities on Reducing Correctional Officer Injuries,The Impact of Different Safety Equipment Modalities on Reducing Correctional Officer Injuries,grants.gov,,04252012
grants.gov,140773,Determining the Relationship Between Stress and Unexplained In-Custody Deaths,Determining the Relationship Between Stress and Unexplained In-Custody Deaths,grants.gov,,04252012
grants.gov,140793,Alaska Conservation Innovation Grant (CIG),Alaska Conservation Innovation Grant (CIG),grants.gov,,03212012
grants.gov,140813,Research on Policing,Research on Policing,grants.gov,,04252012
grants.gov,140833,Development of Tools to Study the Synaptome (R21),Development of Tools to Study the Synaptome (R21),grants.gov,,04162012
grants.gov,140853,Competing Revisions for Macromolecular Interactions in Cells (R01),Competing Revisions for Macromolecular Interactions in Cells (R01),grants.gov,,10182012
grants.gov,140873,USAID/Uganda Therapeutic and Supplementary Products for Improved Nutrition (TASPIN),USAID/Uganda Therapeutic and Supplementary Products for Improved Nutrition (TASPIN),grants.gov,,03022012
grants.gov,140913,Electronic Warfare Technology,Electronic Warfare Technology,grants.gov,,06082012
grants.gov,140933,Rapid Response to Requests for Rural Data Analysis and Issue Specific Rural Research Studies,Rapid Response to Requests for Rural Data Analysis and Issue Specific Rural Research Studies,grants.gov,,03192012
grants.gov,140953,Information Services to Rural Hospital Flexibility Grantees Program Cooperative Agreement (Technical Assistance Center),Information Services to Rural Hospital Flexibility Grantees Program Cooperative Agreement (Technical Assistance Center),grants.gov,,03192012
grants.gov,140973,Leadership Group for a Clinical Research Network on HIV/AIDS and HIV-associated Infections in Pediatric and Maternal Populations (UM1),Leadership Group for a Clinical Research Network on HIV/AIDS and HIV-associated Infections in Pediatric and Maternal Populations (UM1),grants.gov,,09282012
grants.gov,140993,Leadership Group for a Clinical Research Network on Therapeutics for HIV/AIDS and HIV-associated Infections in Adults (UM1),Leadership Group for a Clinical Research Network on Therapeutics for HIV/AIDS and HIV-associated Infections in Adults (UM1),grants.gov,,09282012
grants.gov,140994,Leadership Group for a Clinical Research Network on Microbicides to Prevent HIV Infection (UM1),Leadership Group for a Clinical Research Network on Microbicides to Prevent HIV Infection (UM1),grants.gov,,09282012
grants.gov,141013,Leadership Group for a Clinical Research Network on Integrated Strategies to Prevent HIV Infection (UM1),Leadership Group for a Clinical Research Network on Integrated Strategies to Prevent HIV Infection (UM1),grants.gov,,09282012
grants.gov,141014,Leadership Group for a Clinical Research Network on Vaccines to Prevent HIV infection (UM1),Leadership Group for a Clinical Research Network on Vaccines to Prevent HIV infection (UM1),grants.gov,,09282012
grants.gov,141033,2012 DHS Scientific Leadership Awards for Minority Serving Institutions (MSI) Granting Bachelor Degrees,2012 DHS Scientific Leadership Awards for Minority Serving Institutions (MSI) Granting Bachelor Degrees,grants.gov,,03292012
grants.gov,141053,Claude D. Pepper Older Americans Independence Centers (OAICs) and Coordinating Center (P30),Claude D. Pepper Older Americans Independence Centers (OAICs) and Coordinating Center (P30),grants.gov,,05172012
grants.gov,141073,Cutting-Edge Basic Research Awards (CEBRA) (R21),Cutting-Edge Basic Research Awards (CEBRA) (R21),grants.gov,,12192014
grants.gov,141093,NIBIB Research Education Programs for Residents and Clinical Fellows (R25),NIBIB Research Education Programs for Residents and Clinical Fellows (R25),grants.gov,,05232014
grants.gov,141113,Support For HIV/AIDS Population-Based Surveys And Statistical Capacity Building In Zambia,Support For HIV/AIDS Population-Based Surveys And Statistical Capacity Building In Zambia,grants.gov,,03272012
grants.gov,141133,"Strengthening Laboratory Infrastructure, Quality of Laboratory Services, and Strategic Information Capacity in the Federal Democratic Republic of Ethiopia under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR)","Strengthening Laboratory Infrastructure, Quality of Laboratory Services, and Strategic Information Capacity in the Federal Democratic Republic of Ethiopia under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR)",grants.gov,,03272012
grants.gov,141153,Support Uganda Ministry of Health Capacity to Address HIV and Other Health Priority Conditions through Strengthening Health Systems Under the President&apos;s Emergency Plan for AIDs Relief,Support Uganda Ministry of Health Capacity to Address HIV and Other Health Priority Conditions through Strengthening Health Systems Under the President&apos;s Emergency Plan for AIDs Relief,grants.gov,,03272012
grants.gov,141233,"FY12 Department of Defense HIV/AIDS Prevention Program: Military Specific HIV/AIDS Prevention, Care, and Treatment Program for non-PEPFAR (President&#239;&#191;&#189;s Emergency Plan for AIDS Relief) Funded Countries","FY12 Department of Defense HIV/AIDS Prevention Program: Military Specific HIV/AIDS Prevention, Care, and Treatment Program for non-PEPFAR (President&#239;&#191;&#189;s Emergency Plan for AIDS Relief) Funded Countries",grants.gov,,11152012
grants.gov,141293,Water Conservation Field Services Program - Phoenix Area Office,Water Conservation Field Services Program - Phoenix Area Office,grants.gov,,03232012
grants.gov,141313,"Research and Evaluation on Violence Against Women: Sexual Violence, Stalking, and Teen Dating Violence","Research and Evaluation on Violence Against Women: Sexual Violence, Stalking, and Teen Dating Violence",grants.gov,,04262012
grants.gov,141453,Expanding Participation of People with Disabilities,Expanding Participation of People with Disabilities,grants.gov,,02242012
grants.gov,141473,Integrative Paleoanthropology Grants,Integrative Paleoanthropology Grants,grants.gov,,
grants.gov,141474,Pan-American Advanced Studies Institutes Program,Pan-American Advanced Studies Institutes Program,grants.gov,,04242012
grants.gov,141493,R8 (CA/NV) Sport Fish Restoration Program for State Fish and Game Agencies,R8 (CA/NV) Sport Fish Restoration Program for State Fish and Game Agencies,grants.gov,,08302013
grants.gov,141495,R8 (CA/NV) Firearm and Bow Hunter Safety and Education Program for State Fish and Game Agencies,R8 (CA/NV) Firearm and Bow Hunter Safety and Education Program for State Fish and Game Agencies,grants.gov,,08312012
grants.gov,141513,"Science, Technology, Engineering &amp; Mathematics (STEM)","Science, Technology, Engineering &amp; Mathematics (STEM)",grants.gov,,12312012
grants.gov,141533,"Center of Excellence for Command, Control and Interoperability","Center of Excellence for Command, Control and Interoperability",grants.gov,,02132012
grants.gov,141534,Technical Assistance Grants (TAG),Technical Assistance Grants (TAG),grants.gov,,03092012
grants.gov,141553,R2 Wildlife Restoration Grant Program,R2 Wildlife Restoration Grant Program,grants.gov,,08312013
grants.gov,141573,Medical Monitoring Project,Medical Monitoring Project,grants.gov,,03192012
grants.gov,141574,"U.S. Embassy Kabul Public Affairs Section, Local Grants Program","U.S. Embassy Kabul Public Affairs Section, Local Grants Program",grants.gov,,09012012
grants.gov,141593,Vegetation Interns,Vegetation Interns,grants.gov,,
grants.gov,141594,Trans-Beringia Muskoxen &#150; Creation of Ecological Baselines in an Era of Arctic Warming,Trans-Beringia Muskoxen &#150; Creation of Ecological Baselines in an Era of Arctic Warming,grants.gov,,02062012
grants.gov,141595,Research on the Impact of Technology on Policing Strategies in the 21st Century,Research on the Impact of Technology on Policing Strategies in the 21st Century,grants.gov,,04302012
grants.gov,141596,Development of Groundwork Buffalo,Development of Groundwork Buffalo,grants.gov,,02032012
grants.gov,141597,MEXICAN PARTNERSHIP PROGRAM,MEXICAN PARTNERSHIP PROGRAM,grants.gov,,01292013
grants.gov,141613,Transit Safety City of St Augustine,Transit Safety City of St Augustine,grants.gov,,02032012
grants.gov,141633,Marketing Innovation For Health,Marketing Innovation For Health,grants.gov,,03112012
grants.gov,141673,Limited Competition for Continuation of the NIH Exploratory Trials in Parkinson&apos;s Disease (NET-PD):  Coordinating and Statistical Centers (U01),Limited Competition for Continuation of the NIH Exploratory Trials in Parkinson&apos;s Disease (NET-PD):  Coordinating and Statistical Centers (U01),grants.gov,,04172012
grants.gov,141674,Limited Competition for Continuation of the NIH Exploratory Trials in Parkinson&apos;s Disease (NET-PD): Clinical Sites (U10),Limited Competition for Continuation of the NIH Exploratory Trials in Parkinson&apos;s Disease (NET-PD): Clinical Sites (U10),grants.gov,,04172012
grants.gov,141676,Resource support for Consortiums for HIV/AIDS and Alcohol-Related Outcomes Research Trials (CHAART) U24,Resource support for Consortiums for HIV/AIDS and Alcohol-Related Outcomes Research Trials (CHAART) U24,grants.gov,,04022012
grants.gov,141677,Strengthening Federal Coordination and Monitoring and Evaluation of the Multi-Sectoral- response to HIV/AIDS in Ethiopia under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR).,Strengthening Federal Coordination and Monitoring and Evaluation of the Multi-Sectoral- response to HIV/AIDS in Ethiopia under the President&#239;&#191;&#189;s Emergency Plan for AIDS Relief (PEPFAR).,grants.gov,,05162012
grants.gov,141693,Americans With Disabilities Act (ADA) National Network Collaborative Research Project  CFDA Number 84.133A-8,Americans With Disabilities Act (ADA) National Network Collaborative Research Project  CFDA Number 84.133A-8,grants.gov,,04022012
grants.gov,141694,HIV Vaccine Research and Design (HIVRAD) Program (P01),HIV Vaccine Research and Design (HIVRAD) Program (P01),grants.gov,,04082014
grants.gov,141696,Water Conservation Field Services Program,Water Conservation Field Services Program,grants.gov,,04022012
grants.gov,141714,"PHS 2012-02 Omnibus Solicitation of the NIH, CDC, FDA and ACF for Small Business Innovation Research Grant Applications (Parent SBIR [R43/R44])","PHS 2012-02 Omnibus Solicitation of the NIH, CDC, FDA and ACF for Small Business Innovation Research Grant Applications (Parent SBIR [R43/R44])",grants.gov,,01072013
grants.gov,141715,PHS 2012-02 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42]),PHS 2012-02 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42]),grants.gov,,01072013
grants.gov,141733,New Technologies for Viral Hepatitis STTR (R41/R42),New Technologies for Viral Hepatitis STTR (R41/R42),grants.gov,,12192014
grants.gov,141734,New Technologies for Viral Hepatitis SBIR (R43/R44),New Technologies for Viral Hepatitis SBIR (R43/R44),grants.gov,,12192014
grants.gov,141735,Spinal Cord Injury Model Systems (SCIMS) Multi-Site Collaborative Research Projects CFDA Number 84.133A-15,Spinal Cord Injury Model Systems (SCIMS) Multi-Site Collaborative Research Projects CFDA Number 84.133A-15,grants.gov,,04022012
grants.gov,141736,Basic Scientific Research to Support Forensic Science for Criminal Justice Purposes,Basic Scientific Research to Support Forensic Science for Criminal Justice Purposes,grants.gov,,04202012
grants.gov,141737,Applied Research and Development in Forensic Science for Criminal Justice Purposes,Applied Research and Development in Forensic Science for Criminal Justice Purposes,grants.gov,,04202012
grants.gov,141753,America&apos;s Darling,America&apos;s Darling,grants.gov,,02142012
grants.gov,141754,SMART  FY 12 Support for Adam Walsh Act Implementation Grant Program,SMART  FY 12 Support for Adam Walsh Act Implementation Grant Program,grants.gov,,04032012
grants.gov,141773,Alaska National Wildlife Refuges Science and Culture Camp Cooperative Agreements,Alaska National Wildlife Refuges Science and Culture Camp Cooperative Agreements,grants.gov,,02292012
grants.gov,141793,Early Recovery in West Darfur,Early Recovery in West Darfur,grants.gov,,03292012
grants.gov,141794,"Water Conservation Field Services Program - Great Plains Regional Office, Eastern Colorado Area Office","Water Conservation Field Services Program - Great Plains Regional Office, Eastern Colorado Area Office",grants.gov,,03012012
grants.gov,141813,Agricultural Commercialization &amp; Innovation Activity,Agricultural Commercialization &amp; Innovation Activity,grants.gov,,03202012
grants.gov,141814,Whole Watershed Restorative Initiative,Whole Watershed Restorative Initiative,grants.gov,,02172012
grants.gov,141815,"Water Conservation Field Services Program - Great Plains Region, Dakotas Area Office","Water Conservation Field Services Program - Great Plains Region, Dakotas Area Office",grants.gov,,03012012
grants.gov,141833,"Water Conservation Field Services Program - Great Plains Region, Wyoming Area Office","Water Conservation Field Services Program - Great Plains Region, Wyoming Area Office",grants.gov,,03012012
grants.gov,141834,"Water Conservation Field Services Program - Great Plains Region, Nebraska Kansas Area Office","Water Conservation Field Services Program - Great Plains Region, Nebraska Kansas Area Office",grants.gov,,04022012
grants.gov,141835,"Water Conservation Field Services Program - Great Plains Region, Oklahoma Texas Area Office","Water Conservation Field Services Program - Great Plains Region, Oklahoma Texas Area Office",grants.gov,,04062012
grants.gov,141853,"Cooperative Ecosystem Studies Unit, Rocky Mountain CESU","Cooperative Ecosystem Studies Unit, Rocky Mountain CESU",grants.gov,,02102012
grants.gov,141854,"APS for food security, nutrition, biodiversity and conservation","APS for food security, nutrition, biodiversity and conservation",grants.gov,,06132014
grants.gov,141855,BJA FY 12 Enhanced Collaborative Model to Combat Human Trafficking,BJA FY 12 Enhanced Collaborative Model to Combat Human Trafficking,grants.gov,,03292012
grants.gov,141873,"Strengthening of the National External Quality Assessment (EQA) Program through Establishment and Implementation of an Efficient Distribution and Analysis of Proficiency Materials for Human Immunodeficiency Virus (HIV), Tuberculosis, and Opportunistic Inf","Strengthening of the National External Quality Assessment (EQA) Program through Establishment and Implementation of an Efficient Distribution and Analysis of Proficiency Materials for Human Immunodeficiency Virus (HIV), Tuberculosis, and Opportunistic Inf",grants.gov,,04022012
grants.gov,141874,Connecticut Conservation Innovation Grant FY 2012 Announcement for Program Funding,Connecticut Conservation Innovation Grant FY 2012 Announcement for Program Funding,grants.gov,,03302012
grants.gov,141875,The Corps Network&apos;s 2012 Annual Forum,The Corps Network&apos;s 2012 Annual Forum,grants.gov,,02032012
grants.gov,141893,Partnerships for Development of Vaccine Technologies (R01),Partnerships for Development of Vaccine Technologies (R01),grants.gov,,06262012
grants.gov,141913,Education/Interpretation Intern for Manassas National Battlefield Park,Education/Interpretation Intern for Manassas National Battlefield Park,grants.gov,,02022012
grants.gov,141914,Notice of Intent to Award funds to The Water Research Foundation,Notice of Intent to Award funds to The Water Research Foundation,grants.gov,,02102012
grants.gov,141933,Water Conservation Field Services Program - Phoenix Area Office - SOR,Water Conservation Field Services Program - Phoenix Area Office - SOR,grants.gov,,03232012
grants.gov,141935,Resource Access for the Bridging Interventional Development Gaps Program (X01),Resource Access for the Bridging Interventional Development Gaps Program (X01),grants.gov,,04032012
grants.gov,141937,Austin Woods Unit,Austin Woods Unit,grants.gov,,02062012
grants.gov,141938,Open Competition for Professional Fellows Program,Open Competition for Professional Fellows Program,grants.gov,,03272012
grants.gov,141939,Youth Programs Academic Year Disability Components,Youth Programs Academic Year Disability Components,grants.gov,,03092012
grants.gov,141940,Energy Innovation Hub - Batteries and Energy Storage,Energy Innovation Hub - Batteries and Energy Storage,grants.gov,,05312012
grants.gov,141941,USAID/DCHA/CMM 2012 Annual Program Statement (APS) for Technical Leadership,USAID/DCHA/CMM 2012 Annual Program Statement (APS) for Technical Leadership,grants.gov,,04012012
